pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
ST,2022-07-06,84.6,-2.69,5.57,"Ohtani, Shohei",663743,660271,,swinging_strike,,,,,14.0,,R,R,R,MIA,LAA,S,,,0,0,2022,1.49,0.04,1.1589264379222086,1.8001411233048534,,660821.0,500743.0,2,7,Bot,,,,,,,6.056384797646162,-123.08029574889667,-2.465826929815207,13.647163254591952,27.422064627424223,-31.428563737819204,3.31,1.53,,,,85.0,2544.0,6.8,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.66,,,,,,,,61,1,Sweeper,1,5,1,5,5,1,1,5,Standard,Standard,55.0,-0.005,-0.039,,,,,0.039,,-4,-4,0.068,0.068,27,25,28,26,3,0,7.0,2.0,7.0,1.0,3.18,-1.49,-1.49,34.6,,,,,
CU,2022-07-06,78.7,-2.26,6.2,"Ohtani, Shohei",500743,660271,walk,ball,,,,,11.0,Miguel Rojas walks. Jesus Sanchez to 2nd.,R,R,R,MIA,LAA,B,,,3,2,2022,1.3,-1.08,-1.2081769931413182,3.4403918009843077,,,660821.0,2,7,Bot,,,,,,,-0.1381186156769593,-114.47179167217764,2.990177748680868,11.3321752928492,24.174801437650864,-42.43048169265115,3.34264634312006,1.63616264637429,,,,78.9,2571.0,6.8,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.72,,0.688744,0.7,1.0,0.0,0.0,,60,7,Curveball,1,5,1,5,5,1,1,5,Standard,Standard,48.0,0.015,0.226,,,,,-0.226,,-4,-4,0.053,0.053,27,33,28,33,3,2,7.0,1.0,7.0,1.0,4.81,-1.3,-1.3,47.0,,,,,
ST,2022-07-06,84.9,-2.71,5.59,"Ohtani, Shohei",500743,660271,,foul,,,,,5.0,,R,R,R,MIA,LAA,S,,,3,2,2022,1.37,0.37,0.267908120213872,2.436588769793011,,,660821.0,2,7,Bot,,,,,,,4.289661147156693,-123.54117817828616,-1.7757469822408989,13.035583319807852,25.93939367445356,-28.270029384455334,3.43,1.66,238.0,76.0,33.0,85.7,2585.0,6.9,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.58,,,,,,,,60,6,Sweeper,1,5,1,5,5,1,1,5,Standard,Standard,62.0,0.0,0.0,,,,,0.0,88.0,-4,-4,0.053,0.053,27,33,28,33,3,2,7.0,1.0,7.0,1.0,2.81,-1.37,-1.37,33.7,,,,,
CU,2022-07-06,80.4,-2.11,6.23,"Ohtani, Shohei",500743,660271,,ball,,,,,11.0,,R,R,R,MIA,LAA,B,,,2,2,2022,1.07,-1.3,-0.0324050001030333,4.235804446066206,,,660821.0,2,7,Bot,,,,,,,2.599479955188757,-116.84724784132683,4.964642649994654,9.068383030015656,26.29144956831096,-45.30468619144118,3.39026802027448,1.65999868418822,,,,80.6,2573.0,6.9,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.55,,,,,,,,60,5,Curveball,1,5,1,5,5,1,1,5,Standard,Standard,40.0,0.005,0.082,,,,,-0.082,,-4,-4,0.048,0.048,27,33,28,33,3,2,7.0,1.0,7.0,1.0,4.89,-1.07,-1.07,48.9,,,,,
FF,2022-07-06,96.8,-2.67,5.74,"Ohtani, Shohei",500743,660271,,foul,,,,,11.0,,R,R,R,MIA,LAA,S,,,2,1,2022,-0.21,1.21,-0.069566619892135,3.572009467623625,,,660821.0,2,7,Bot,,,,,,,7.496287409935648,-140.7375104725018,-2.9751350510130017,-4.664121155437931,34.672247212726624,-15.689483724643502,3.43,1.66,223.0,75.7,35.0,97.2,2170.0,6.8,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.73,,,,,,,,60,4,4-Seam Fastball,1,5,1,5,5,1,1,5,Standard,Standard,215.0,-0.004,-0.06,,,,,0.06,88.0,-4,-4,0.052,0.052,27,33,28,33,3,2,7.0,1.0,7.0,1.0,1.24,0.21,0.21,37.9,,,,,
ST,2022-07-06,82.1,-2.68,5.57,"Ohtani, Shohei",500743,660271,,ball,,,,,14.0,,R,R,R,MIA,LAA,B,,,1,1,2022,1.69,0.27,2.135554115890156,2.127878237925572,,,660821.0,2,7,Bot,,,,,,,7.686140636187425,-119.23009847863236,-1.6244618204700925,14.094277827745898,27.61374086388552,-29.48992770879148,3.39821700270473,1.65204786622206,,,,82.1,2531.0,6.9,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.61,,,,,,,,60,3,Sweeper,1,5,1,5,5,1,1,5,Standard,Standard,55.0,0.003,0.034,,,,,-0.034,,-4,-4,0.049,0.049,27,33,28,33,3,2,7.0,1.0,7.0,1.0,3.18,-1.69,-1.69,31.6,,,,,
ST,2022-07-06,83.8,-2.81,5.64,"Ohtani, Shohei",500743,660271,,swinging_strike,,,,,9.0,,R,R,R,MIA,LAA,S,,,1,0,2022,1.55,0.2,0.6073558046813969,1.6403719306714035,,,660821.0,2,7,Bot,,,,,,,4.85893566096946,-121.82883870465967,-3.0557335715906566,13.883427425050678,30.87951260907008,-29.703657576127117,3.43,1.66,,,,83.7,2525.0,6.9,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.57,,,,,,,,60,2,Sweeper,1,5,1,5,5,1,1,5,Standard,Standard,53.0,-0.003,-0.049,,,,,0.049,,-4,-4,0.052,0.052,27,33,28,33,3,2,7.0,1.0,7.0,1.0,3.13,-1.55,-1.55,34.7,,,,,
ST,2022-07-06,83.2,-2.56,5.65,"Ohtani, Shohei",500743,660271,,ball,,,,,14.0,,R,R,R,MIA,LAA,B,,,0,0,2022,1.45,0.51,1.958224601894293,1.14598602710111,,,660821.0,2,7,Bot,,,,,,,7.58014714166225,-120.8502388586903,-4.802027588182185,12.31956747889715,27.513536382715817,-26.31933160971913,3.35053522086023,1.65204696040288,,,,83.5,2481.0,7.0,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.52,,,,,,,,60,1,Sweeper,1,5,1,5,5,1,1,5,Standard,Standard,65.0,0.002,0.038,,,,,-0.038,,-4,-4,0.05,0.05,27,33,28,33,3,2,7.0,1.0,7.0,1.0,2.84,-1.45,-1.45,35.6,,,,,
FF,2022-07-06,96.5,-2.45,5.83,"Ohtani, Shohei",605119,660271,field_out,hit_into_play,,,,,5.0,Brian Anderson flies out to right fielder Taylor Ward.,R,R,R,MIA,LAA,X,9.0,fly_ball,2,0,2022,-0.47,1.25,-0.1927167357460215,2.4549414893053347,,,660821.0,1,7,Bot,191.63,107.77,,,,,7.146267482272637,-140.30359643874402,-6.295680265142506,-7.903013968345936,32.442814411285696,-14.434557984935804,3.43,1.59,279.0,95.5,48.0,97.3,2101.0,6.8,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.66,0.001,0.0,0.0,1.0,0.0,0.0,3.0,59,3,4-Seam Fastball,1,5,1,5,5,1,1,5,Standard,Standard,214.0,-0.035,-0.358,,,,0.001,0.358,95.5,-4,-4,0.085,0.085,27,29,28,29,3,2,7.0,1.0,7.0,1.0,1.21,0.47,0.47,40.0,,,,,
ST,2022-07-06,82.2,-2.7,5.63,"Ohtani, Shohei",605119,660271,,ball,,,,,14.0,,R,R,R,MIA,LAA,B,,,1,0,2022,1.44,0.43,1.5850059238775982,1.3755498058925295,,,660821.0,1,7,Bot,,,,,,,6.973678673652064,-119.53011247638683,-3.914121536306136,12.269999336679996,25.09025780472367,-27.465032581145277,3.35863355370834,1.56619449241521,,,,82.7,2443.0,6.9,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.62,,,,,,,,59,2,Sweeper,1,5,1,5,5,1,1,5,Standard,Standard,55.0,0.008,0.068,,,,,-0.068,,-4,-4,0.077,0.077,27,29,28,29,3,2,7.0,1.0,7.0,1.0,2.97,-1.44,-1.44,32.3,,,,,
FF,2022-07-06,97.3,-2.47,5.7,"Ohtani, Shohei",605119,660271,,ball,,,,,14.0,,R,R,R,MIA,LAA,B,,,0,0,2022,-0.48,1.19,0.546224250076112,1.34003297552401,,,660821.0,1,7,Bot,,,,,,,9.246931539192936,-141.16233951313382,-8.953748941784166,-8.491990352120386,32.30411447032491,-14.28872181923067,3.34277506087899,1.56619625675437,,,,98.0,2082.0,6.9,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.62,,,,,,,,59,1,4-Seam Fastball,1,5,1,5,5,1,1,5,Standard,Standard,224.0,0.004,0.035,,,,,-0.035,,-4,-4,0.073,0.073,27,29,28,29,3,2,7.0,1.0,7.0,1.0,1.23,0.48,0.48,39.3,,,,,
FF,2022-07-06,98.0,-2.54,5.7,"Ohtani, Shohei",660821,660271,walk,blocked_ball,,,,,14.0,Jesus Sanchez walks.,R,L,R,MIA,LAA,B,,,3,1,2022,-0.32,1.19,0.201681209400394,0.8409934700656256,,,,1,7,Bot,,,,,,,8.228894719879618,-142.25008584503803,-10.47867711465419,-6.24639195674466,32.457897925200186,-13.792995967019149,3.3527717133246,1.61380557391976,,,,99.1,2237.0,7.0,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.49,,0.688744,0.7,1.0,0.0,0.0,,58,5,4-Seam Fastball,1,5,1,5,5,1,1,5,Standard,Standard,217.0,0.012,0.257,,,,,-0.257,,-4,-4,0.061,0.061,27,24,28,25,3,2,7.0,1.0,7.0,1.0,1.2,0.32,-0.32,37.6,,,,,
ST,2022-07-06,83.7,-2.77,5.63,"Ohtani, Shohei",660821,660271,,ball,,,,,14.0,,R,L,R,MIA,LAA,B,,,2,1,2022,1.46,0.17,0.2965834702305578,0.9636839795580694,,,,1,7,Bot,,,,,,,4.224890179305155,-121.80734291054053,-4.681279952913738,13.555328386165296,25.58487255998516,-29.763444732449106,3.34481769896678,1.58999909314544,,,,84.3,2550.0,6.8,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.67,,,,,,,,58,4,Sweeper,1,5,1,5,5,1,1,5,Standard,Standard,61.0,0.006,0.119,,,,,-0.119,,-4,-4,0.055,0.055,27,24,28,25,3,2,7.0,1.0,7.0,1.0,3.1,-1.46,1.46,35.0,,,,,
ST,2022-07-06,84.2,-2.9,5.55,"Ohtani, Shohei",660821,660271,,ball,,,,,14.0,,R,L,R,MIA,LAA,B,,,1,1,2022,1.59,-0.28,0.8151816692639666,0.4904216543266146,,,,1,7,Bot,,,,,,,5.499773590451364,-122.377145892215,-4.715187384144032,14.557111724608692,27.968022951280343,-34.14895221944644,3.40034399583072,1.7249141730393,,,,84.4,2573.0,6.9,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.63,,,,,,,,58,3,Sweeper,1,5,1,5,5,1,1,5,Standard,Standard,54.0,0.003,0.052,,,,,-0.052,,-4,-4,0.052,0.052,27,24,28,25,3,2,7.0,1.0,7.0,1.0,3.55,-1.59,1.59,32.3,,,,,
ST,2022-07-06,84.0,-2.88,5.59,"Ohtani, Shohei",660821,660271,,called_strike,,,,,8.0,,R,L,R,MIA,LAA,S,,,1,0,2022,1.48,0.37,-0.0624703558136434,1.947743366825016,,,,1,7,Bot,,,,,,,3.622888941657924,-122.26263465735688,-2.73035391426544,13.97531875126696,26.032824938213533,-28.134270101908875,3.30517556124455,1.62967837782298,,,,84.4,2516.0,6.7,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.8,,,,,,,,58,2,Sweeper,1,5,1,5,5,1,1,5,Standard,Standard,60.0,-0.003,-0.049,,,,,0.049,,-4,-4,0.055,0.055,27,24,28,25,3,2,7.0,1.0,7.0,1.0,2.88,-1.48,1.48,32.7,,,,,
SI,2022-07-06,99.7,-2.53,5.64,"Ohtani, Shohei",660821,660271,,ball,,,,,14.0,,R,L,R,MIA,LAA,B,,,0,0,2022,-1.52,0.61,0.2521897803713706,1.13520903473622,,,,1,7,Bot,,,,,,,11.324395155849755,-144.49847280685125,-8.423800059352196,-24.066570949776885,35.625949449338606,-21.6722853638928,3.39242013227551,1.67728332720829,,,,100.2,1951.0,6.9,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.59,,,,,,,,58,1,Sinker,1,5,1,5,5,1,1,5,Standard,Standard,227.0,0.002,0.036,,,,,-0.036,,-4,-4,0.053,0.053,27,24,28,25,3,2,7.0,1.0,7.0,1.0,1.71,1.52,-1.52,35.9,,,,,
CU,2022-07-06,81.3,-2.12,6.27,"Ohtani, Shohei",541645,660271,strikeout,called_strike,,,,,4.0,Avisail Garcia called out on strikes.,R,R,R,MIA,LAA,S,2.0,,2,2,2022,1.07,-1.29,-0.4020178812340924,2.327179850650273,,,,0,7,Bot,,,,,,,1.8198450184614436,-118.29735523118336,0.408767285669644,9.428062251485946,27.458351902793098,-44.46929249819716,3.36311274739546,1.75206369791992,,,,81.2,2564.0,6.7,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.75,,0.0,0.0,1.0,0.0,0.0,,57,5,Curveball,1,5,1,5,5,1,1,5,Standard,Standard,35.0,-0.015,-0.218,,,,,0.218,,-4,-4,0.068,0.068,27,31,28,31,3,2,7.0,1.0,7.0,1.0,4.8,-1.07,-1.07,47.3,,,,,
ST,2022-07-06,88.4,-2.47,5.93,"Ohtani, Shohei",541645,660271,,ball,,,,,14.0,,R,R,R,MIA,LAA,B,,,1,2,2022,1.25,0.39,1.0912898975889362,1.598432208168068,,,,0,7,Bot,,,,,,,6.135986224682622,-128.55064090992337,-5.290859205614193,12.39111306461583,28.946386581104672,-26.86426287258821,3.43448625041843,1.75206580332079,,,,88.9,2443.0,6.8,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.67,,,,,,,,57,4,Sweeper,1,5,1,5,5,1,1,5,Standard,Standard,53.0,0.002,0.042,,,,,-0.042,,-4,-4,0.066,0.066,27,31,28,31,3,2,7.0,1.0,7.0,1.0,2.55,-1.25,-1.25,39.0,,,,,
FF,2022-07-06,97.9,-2.23,5.99,"Ohtani, Shohei",541645,660271,,called_strike,,,,,9.0,,R,R,R,MIA,LAA,S,,,1,1,2022,-0.33,1.34,0.7679344453154955,2.000776601681421,,,,0,7,Bot,,,,,,,8.911982682602273,-142.08926437551514,-8.386825580597717,-6.594306981153526,33.383205042801734,-12.248198554218856,3.47414138539511,1.75206493545494,,,,98.3,2144.0,6.7,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.76,,,,,,,,57,3,4-Seam Fastball,1,5,1,5,5,1,1,5,Standard,Standard,218.0,-0.004,-0.06,,,,,0.06,,-4,-4,0.07,0.07,27,31,28,31,3,2,7.0,1.0,7.0,1.0,1.06,0.33,0.33,43.8,,,,,
ST,2022-07-06,80.4,-2.72,5.63,"Ohtani, Shohei",541645,660271,,swinging_strike,,,,,14.0,,R,R,R,MIA,LAA,S,,,1,0,2022,1.41,-0.11,1.261195633976446,0.8923644763880096,,,,0,7,Bot,,,,,,,6.202950458371974,-116.93527744609598,-3.5511030826679137,11.536347778286505,24.58700038964803,-32.63296885998999,3.49,1.76,,,,80.8,2477.0,6.9,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.65,,,,,,,,57,2,Sweeper,1,5,1,5,5,1,1,5,Standard,Standard,63.0,-0.004,-0.048,,,,,0.048,,-4,-4,0.074,0.074,27,31,28,31,3,2,7.0,1.0,7.0,1.0,3.67,-1.41,-1.41,31.8,,,,,
FF,2022-07-06,95.1,-2.1,6.06,"Ohtani, Shohei",541645,660271,,ball,,,,,14.0,,R,R,R,MIA,LAA,B,,,0,0,2022,-0.38,1.21,0.4115373046143739,0.7062253554459879,,,,0,7,Bot,,,,,,,7.506669663218439,-137.91819824938798,-11.149749448829995,-6.530966905414246,30.48137661811096,-14.375877618606513,3.51379048679103,1.77587013776996,,,,95.8,1952.0,6.9,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.62,,,,,,,,57,1,4-Seam Fastball,1,5,1,5,5,1,1,5,Standard,Standard,218.0,0.003,0.037,,,,,-0.037,,-4,-4,0.071,0.071,27,31,28,31,3,2,7.0,1.0,7.0,1.0,1.32,0.38,0.38,44.8,,,,,
CU,2022-07-06,83.7,-2.28,6.19,"Ohtani, Shohei",542583,660271,field_out,hit_into_play,,,,,14.0,Jesus Aguilar flies out to center fielder Mike Trout.,R,R,R,MIA,LAA,X,8.0,fly_ball,0,2,2022,1.14,-1.29,0.944497664294772,2.109145717669854,,,,2,6,Bot,139.25,104.71,,,,,5.226219385304637,-121.65472979861386,-0.3020163594747591,9.883968549117911,28.5780142926942,-44.93860193212214,3.57,1.7,238.0,75.4,44.0,83.4,2727.0,6.6,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.88,0.161,0.175,0.0,1.0,0.0,0.0,3.0,49,3,Curveball,1,3,1,3,3,1,1,3,Standard,Standard,42.0,-0.009,-0.153,,,,0.225,0.153,88.0,-2,-2,0.194,0.194,27,32,28,32,3,2,7.0,1.0,7.0,1.0,4.6,-1.14,-1.14,44.9,,,,,
ST,2022-07-06,85.3,-2.76,5.61,"Ohtani, Shohei",542583,660271,,called_strike,,,,,9.0,,R,R,R,MIA,LAA,S,,,0,1,2022,1.84,0.06,0.3248604730728528,2.1618023789745147,,,,2,6,Bot,,,,,,,3.569617580263081,-124.1069618529906,-1.8427364853799533,18.01843430453841,28.52157044325226,-31.40670317859367,3.66790619175269,1.78746679653869,,,,85.5,2760.0,6.7,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.76,,,,,,,,49,2,Sweeper,1,3,1,3,3,1,1,3,Standard,Standard,61.0,-0.004,-0.059,,,,,0.059,,-2,-2,0.198,0.198,27,32,28,32,3,2,7.0,1.0,7.0,1.0,3.11,-1.84,-1.84,32.9,,,,,
CU,2022-07-06,80.8,-2.22,6.25,"Ohtani, Shohei",542583,660271,,foul,,,,,5.0,,R,R,R,MIA,LAA,S,,,0,0,2022,1.03,-1.31,-0.0476884673279804,2.775529168239337,,,,2,6,Bot,,,,,,,2.8807129129844715,-117.5112058754682,1.5623861977154632,8.75594198243445,26.90054867191796,-44.69740284305213,3.57,1.7,309.0,103.6,22.0,80.3,2673.0,6.5,661378,545358,665120,650859,542340,623205,669016,545361,621493,54.02,,,,,,,,49,1,Curveball,1,3,1,3,3,1,1,3,Standard,Standard,37.0,-0.002,-0.043,,,,,0.043,103.6,-2,-2,0.2,0.2,27,32,28,32,3,2,7.0,1.0,7.0,1.0,4.86,-1.03,-1.03,48.2,,,,,
CU,2022-07-06,81.2,-2.2,6.21,"Ohtani, Shohei",643265,660271,strikeout,called_strike,,,,,4.0,Garrett Cooper called out on strikes.,R,R,R,MIA,LAA,S,2.0,,3,2,2022,1.04,-1.26,-0.3854011238624296,2.319709122686368,,,,1,6,Bot,,,,,,,2.089866644440129,-118.17703707505235,0.4759990022594165,9.079194656492888,27.21811098938087,-44.17445182898247,3.51409419068078,1.69795606447855,,,,81.1,2610.0,6.7,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.8,,0.0,0.0,1.0,0.0,0.0,,48,7,Curveball,1,3,1,3,3,1,1,3,Standard,Standard,41.0,-0.031,-0.328,,,,,0.328,,-2,-2,0.231,0.231,27,31,28,32,3,2,7.0,1.0,7.0,1.0,4.78,-1.04,-1.04,45.9,,,,,
ST,2022-07-06,85.7,-3.54,5.26,"Ohtani, Shohei",643265,660271,,ball,,,,,12.0,,R,R,R,MIA,LAA,B,,,2,2,2022,1.61,0.43,1.319071415657567,3.5409600850521232,,,,1,6,Bot,,,,,,,8.263110419075154,-124.4776034435878,1.4437498758295215,14.722209574290703,27.8131025045975,-28.297307981413155,3.41071373559485,1.71386923347717,,,,85.6,2683.0,6.6,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.91,,,,,,,,48,6,Sweeper,1,3,1,3,3,1,1,3,Standard,Standard,73.0,0.01,0.115,,,,,-0.115,,-2,-2,0.221,0.221,27,31,28,32,3,2,7.0,1.0,7.0,1.0,2.71,-1.61,-1.61,22.6,,,,,
ST,2022-07-06,87.8,-2.21,6.09,"Ohtani, Shohei",643265,660271,,ball,,,,,12.0,,R,R,R,MIA,LAA,B,,,1,2,2022,1.36,0.36,1.1293231766377223,3.137097933486173,,,,1,6,Bot,,,,,,,5.308670588927712,-127.73403510315968,-1.7507787015090304,13.67755603724214,27.81866113585907,-28.109836972467622,3.40276357465619,1.68204111978897,,,,88.3,2648.0,6.7,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.78,,,,,,,,48,5,Sweeper,1,3,1,3,3,1,1,3,Standard,Standard,50.0,0.004,0.036,,,,,-0.036,,-2,-2,0.217,0.217,27,31,28,32,3,2,7.0,1.0,7.0,1.0,2.61,-1.36,-1.36,44.9,,,,,
FS,2022-07-06,92.7,-2.14,6.16,"Ohtani, Shohei",643265,660271,,ball,,,,,14.0,,R,R,R,MIA,LAA,B,,,0,2,2022,-0.37,0.15,0.8281448928118214,1.1072156542589884,,,,1,6,Bot,,,,,,,8.471629363686656,-134.62130837192618,-7.494870211565116,-6.3597933604196655,29.29665667934681,-28.89199331149529,3.3788712228916,1.69000033368899,,,,93.5,1578.0,6.9,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.61,,,,,,,,48,4,Split-Finger,1,3,1,3,3,1,1,3,Standard,Standard,228.0,0.002,0.018,,,,,-0.018,,-2,-2,0.215,0.215,27,31,28,32,3,2,7.0,1.0,7.0,1.0,2.52,0.37,0.37,43.9,,,,,
FF,2022-07-06,100.0,-2.28,5.96,"Ohtani, Shohei",643265,660271,,foul,,,,,4.0,,R,R,R,MIA,LAA,S,,,0,2,2022,-0.46,1.38,-0.6155077827251452,2.477552200431861,,,,1,6,Bot,,,,,,,5.712194591701088,-145.4072045384025,-7.511574538983725,-7.945312105462409,34.84418605118402,-11.01764328603931,3.53,1.69,189.0,79.3,15.0,100.4,2307.0,6.6,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.92,,,,,,,,48,3,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,218.0,0.0,0.0,,,,,0.0,88.0,-2,-2,0.215,0.215,27,31,28,32,3,2,7.0,1.0,7.0,1.0,0.91,0.46,0.46,41.5,,,,,
ST,2022-07-06,87.0,-2.97,5.63,"Ohtani, Shohei",643265,660271,,swinging_strike,,,,,12.0,,R,R,R,MIA,LAA,S,,,0,1,2022,1.45,0.53,1.2701601904176825,2.8360494917911665,,,,1,6,Bot,,,,,,,7.234267879809898,-126.45685928377648,-1.5580756731037333,13.84060276459102,28.193012877806904,-26.366233440187205,3.53,1.69,,,,87.4,2737.0,6.8,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.71,,,,,,,,48,2,Sweeper,1,3,1,3,3,1,1,3,Standard,Standard,66.0,-0.006,-0.049,,,,,0.049,,-2,-2,0.221,0.221,27,31,28,32,3,2,7.0,1.0,7.0,1.0,2.51,-1.45,-1.45,33.3,,,,,
ST,2022-07-06,86.8,-2.88,5.72,"Ohtani, Shohei",643265,660271,,called_strike,,,,,5.0,,R,R,R,MIA,LAA,S,,,0,0,2022,1.39,0.49,0.2331226998835986,2.6782578996309376,,,,1,6,Bot,,,,,,,4.631874705254483,-126.2722752745556,-2.0367401596125974,13.778449750079158,27.78967781564702,-26.759264757692364,3.42661188375445,1.6820412878505,,,,87.1,2695.0,6.7,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.82,,,,,,,,48,1,Sweeper,1,3,1,3,3,1,1,3,Standard,Standard,68.0,-0.004,-0.038,,,,,0.038,,-2,-2,0.225,0.225,27,31,28,32,3,2,7.0,1.0,7.0,1.0,2.56,-1.39,-1.39,32.7,,,,,
FS,2022-07-06,90.8,-2.29,6.03,"Ohtani, Shohei",621563,660271,field_out,hit_into_play,,,,,11.0,"Joey Wendle grounds out, second baseman Luis Rengifo to first baseman Jared Walsh.",R,L,R,MIA,LAA,X,4.0,ground_ball,1,2,2022,-0.39,0.11,-0.982561019248798,2.7007161774827697,,,,0,6,Bot,148.95,157.48,,,,,4.142768728972213,-132.15760985567638,-2.654131330607866,-5.496282889329202,29.3721260317915,-30.50934153447709,3.32,1.58,5.0,70.5,-27.0,91.3,1390.0,6.7,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.81,0.07,0.066,0.0,1.0,0.0,0.0,2.0,47,5,Split-Finger,1,3,1,3,3,1,1,3,Standard,Standard,240.0,-0.024,-0.176,,,,0.071,0.176,88.0,-2,-2,0.249,0.249,27,32,28,32,3,2,7.0,1.0,7.0,1.0,2.66,0.39,-0.39,42.7,,,,,
ST,2022-07-06,87.0,-2.53,6.06,"Ohtani, Shohei",621563,660271,,foul,,,,,13.0,,R,L,R,MIA,LAA,S,,,1,2,2022,1.07,0.24,-0.8756744236702828,1.8295906742504744,,,,0,6,Bot,,,,,,,1.7865618702421693,-126.59269044472832,-4.440860184076014,11.08251847023155,27.12169332310064,-28.91696412494588,3.32,1.58,,,,87.3,2432.0,6.6,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.88,,,,,,,,47,4,Sweeper,1,3,1,3,3,1,1,3,Standard,Standard,57.0,0.0,0.0,,,,,0.0,,-2,-2,0.249,0.249,27,32,28,32,3,2,7.0,1.0,7.0,1.0,2.79,-1.07,1.07,43.1,,,,,
FS,2022-07-06,91.5,-2.36,6.04,"Ohtani, Shohei",621563,660271,,ball,,,,,14.0,,R,L,R,MIA,LAA,B,,,0,2,2022,-0.91,0.17,0.1269043193200719,-0.8191572154994509,,,,0,6,Bot,,,,,,,8.273504347664774,-132.5522773695934,-11.7840752283257,-12.543731025093235,30.35757419650345,-27.580548093120964,3.39893946979958,1.59956753403693,,,,91.7,1398.0,6.8,661378,545358,665120,650859,542340,623205,669016,545361,621493,53.69,,,,,,,,47,3,Split-Finger,1,3,1,3,3,1,1,3,Standard,Standard,238.0,0.003,0.019,,,,,-0.019,,-2,-2,0.246,0.246,27,32,28,32,3,2,7.0,1.0,7.0,1.0,2.59,0.91,-0.91,43.2,,,,,
